Timestamp,Local,"Considerando la situación actual del país, ¿qué tan importantes son las siguientes demandas sociales? [Acceso y calidad de la educación pública]","Considerando la situación actual del país, ¿qué tan importantes son las siguientes demandas sociales? [Acceso y calidad de la vivienda]","Considerando la situación actual del país, ¿qué tan importantes son las siguientes demandas sociales? [Ampliar el acceso al agua]","Considerando la situación actual del país, ¿qué tan importantes son las siguientes demandas sociales? [Cuidado del medio ambiente y recursos naturales]","Considerando la situación actual del país, ¿qué tan importantes son las siguientes demandas sociales? [Deuda universitaria (CAE y otros)]","Considerando la situación actual del país, ¿qué tan importantes son las siguientes demandas sociales? [Mejorar la calidad de la salud pública y su financiamiento]","Considerando la situación actual del país, ¿qué tan importantes son las siguientes demandas sociales? [Mejorar las pensiones y dignificar la vida de los adultos mayores]","Considerando la situación actual del país, ¿qué tan importantes son las siguientes demandas sociales? [Reducir costos de los servicios básicos (agua, electricidad, etc.)]","Considerando la situación actual del país, ¿qué tan importantes son las siguientes demandas sociales? [Reducir la desigualdad de ingresos]","Considerando la situación actual del país, ¿qué tan importantes son las siguientes demandas sociales? [Reducir la impunidad y la delincuencia]","Considerando la situación actual del país, ¿qué tan importantes son las siguientes demandas sociales? [Transporte público (calidad, acceso y precio)]"
16/12/2019 18:24:02,Lo Velásquez,Extremadamente imp.,Muy imp.,Extremadamente imp.,Muy imp.,Imp.,Extremadamente imp.,Muy imp.,Muy imp.,Muy imp.,Medianamente imp.,Extremadamente imp.
16/12/2019 18:24:05,Lo Velásquez,Muy imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Imp.,Extremadamente imp.,Extremadamente imp.,Imp.,Extremadamente imp.,Extremadamente imp.,Imp.
16/12/2019 18:24:07,Lo Velásquez,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.
16/12/2019 18:24:20,Lo Velásquez,Extremadamente imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.
16/12/2019 18:24:27,Lo Velásquez,Extremadamente imp.,Imp.,,Extremadamente imp.,Imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.
16/12/2019 18:24:35,Lo Velásquez,Extremadamente imp.,Imp.,Extremadamente imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Medianamente imp.,Extremadamente imp.
16/12/2019 18:24:43,Lo Velásquez,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.
16/12/2019 18:24:48,Lo Velásquez,Extremadamente imp.,Imp.,Extremadamente imp.,Extremadamente imp.,Imp.,Extremadamente imp.,Extremadamente imp.,Poco imp.,Muy imp.,Extremadamente imp.,Medianamente imp.
16/12/2019 18:25:01,Lo Velásquez,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.
16/12/2019 18:25:13,Lo Velásquez,Extremadamente imp.,Muy imp.,Muy imp.,Imp.,Medianamente imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Imp.
16/12/2019 18:25:13,Lo Velásquez,Extremadamente imp.,Muy imp.,Muy imp.,Extremadamente imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Imp.,Muy imp.
16/12/2019 18:25:23,Lo Velásquez,Extremadamente imp.,,,,,Extremadamente imp.,Extremadamente imp.,,,,
16/12/2019 18:25:38,Lo Velásquez,Extremadamente imp.,Muy imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.
16/12/2019 18:25:45,Lo Velásquez,Extremadamente imp.,Extremadamente imp.,Muy imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Extremadamente imp.,Muy imp.,Muy imp.
16/12/2019 18:25:46,Lo Velásquez,Muy imp.,Muy imp.,Muy imp.,Muy imp.,Muy imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.
16/12/2019 18:26:04,Lo Velásquez,Extremadamente imp.,Muy imp.,Imp.,Muy imp.,Imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,No es imp.,Extremadamente imp.
16/12/2019 18:26:30,Lo Velásquez,Extremadamente imp.,Muy imp.,Extremadamente imp.,Muy imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Extremadamente imp.,Muy imp.,Muy imp.
16/12/2019 18:26:56,Lo Velásquez,Extremadamente imp.,Extremadamente imp.,Imp.,Muy imp.,Muy imp.,Extremadamente imp.,Muy imp.,Imp.,Imp.,Extremadamente imp.,Imp.
16/12/2019 18:27:14,Lo Velásquez,Extremadamente imp.,Imp.,Extremadamente imp.,Muy imp.,Imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Imp.,Muy imp.,Imp.
16/12/2019 18:27:54,Lo Velásquez,Extremadamente imp.,Extremadamente imp.,Imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Imp.,Extremadamente imp.,Imp.,Imp.
16/12/2019 18:28:17,Lo Velásquez,Muy imp.,Muy imp.,Imp.,Imp.,Muy imp.,,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.
16/12/2019 18:28:35,Lo Velásquez,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.
16/12/2019 18:28:49,Lo Velásquez,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.
16/12/2019 18:28:52,Lo Velásquez,Extremadamente imp.,Muy imp.,Muy imp.,Extremadamente imp.,Imp.,Extremadamente imp.,,,Imp.,Extremadamente imp.,Imp.
16/12/2019 18:29:16,Lo Velásquez,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Imp.,Extremadamente imp.,Extremadamente imp.,Imp.,Extremadamente imp.,Extremadamente imp.,Imp.
16/12/2019 18:29:16,Lo Velásquez,Extremadamente imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.
16/12/2019 18:29:33,Lo Velásquez,Extremadamente imp.,Imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Imp.,Muy imp.,Extremadamente imp.,Muy imp.
16/12/2019 18:29:38,Lo Velásquez,Extremadamente imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.
16/12/2019 18:29:57,Lo Velásquez,Extremadamente imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Muy imp.,Extremadamente imp.,Imp.,Muy imp.,Extremadamente imp.,Imp.
16/12/2019 18:29:58,Lo Velásquez,Extremadamente imp.,Muy imp.,Extremadamente imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.
16/12/2019 18:30:01,Lo Velásquez,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.
16/12/2019 18:30:14,Lo Velásquez,Muy imp.,Extremadamente imp.,Muy imp.,Muy imp.,Imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Muy imp.,Extremadamente imp.,Muy imp.
16/12/2019 18:30:17,Lo Velásquez,Extremadamente imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.
16/12/2019 18:30:25,Lo Velásquez,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.
16/12/2019 18:30:30,Lo Velásquez,Extremadamente imp.,Imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.
16/12/2019 18:30:38,Lo Velásquez,Extremadamente imp.,Imp.,Imp.,Imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Imp.,Imp.,Imp.,Imp.
16/12/2019 18:30:46,Lo Velásquez,Extremadamente imp.,Extremadamente imp.,No es imp.,,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,No es imp.,Extremadamente imp.,Poco imp.,Medianamente imp.
16/12/2019 18:31:23,Lo Velásquez,Extremadamente imp.,Muy imp.,Muy imp.,Imp.,Extremadamente imp.,Extremadamente imp.,,Muy imp.,Imp.,Muy imp.,Muy imp.
16/12/2019 18:31:34,Lo Velásquez,Extremadamente imp.,Imp.,,Extremadamente imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Extremadamente imp.,Imp.
16/12/2019 18:31:43,Lo Velásquez,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Muy imp.,Muy imp.,Muy imp.
16/12/2019 18:31:51,Lo Velásquez,Extremadamente imp.,Extremadamente imp.,Imp.,Muy imp.,Imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.
16/12/2019 18:32:03,Lo Velásquez,Extremadamente imp.,Extremadamente imp.,Muy imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Muy imp.,Muy imp.,Muy imp.
16/12/2019 18:32:09,Lo Velásquez,Extremadamente imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.
16/12/2019 18:32:20,Lo Velásquez,Muy imp.,Imp.,Extremadamente imp.,,,Extremadamente imp.,Extremadamente imp.,Muy imp.,Medianamente imp.,Imp.,Medianamente imp.
16/12/2019 18:32:29,Lo Velásquez,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Medianamente imp.,Extremadamente imp.
16/12/2019 18:32:30,Lo Velásquez,Muy imp.,Extremadamente imp.,Muy imp.,Muy imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.
16/12/2019 18:32:36,Lo Velásquez,Imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Muy imp.,Imp.
16/12/2019 18:32:54,Lo Velásquez,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.
16/12/2019 18:33:04,Lo Velásquez,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Medianamente imp.,Extremadamente imp.
16/12/2019 18:33:15,Lo Velásquez,Extremadamente imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.
16/12/2019 18:33:34,Lo Velásquez,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.
16/12/2019 18:33:35,Lo Velásquez,Extremadamente imp.,Extremadamente imp.,Muy imp.,Muy imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Imp.,Muy imp.,Extremadamente imp.,Muy imp.
16/12/2019 18:34:07,Lo Velásquez,Extremadamente imp.,Imp.,Muy imp.,Extremadamente imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Imp.,Muy imp.
16/12/2019 18:34:12,Lo Velásquez,Extremadamente imp.,Extremadamente imp.,Imp.,Muy imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Extremadamente imp.,Medianamente imp.,Imp.
16/12/2019 18:34:13,Lo Velásquez,Extremadamente imp.,Extremadamente imp.,,,,,,,,Extremadamente imp.,
16/12/2019 18:34:34,Lo Velásquez,Extremadamente imp.,Extremadamente imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.
16/12/2019 18:34:37,Lo Velásquez,Extremadamente imp.,Muy imp.,Muy imp.,Muy imp.,Muy imp.,Muy imp.,Muy imp.,Muy imp.,Muy imp.,Muy imp.,Muy imp.
16/12/2019 18:34:46,Lo Velásquez,Extremadamente imp.,Extremadamente imp.,Medianamente imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.
16/12/2019 18:34:52,Lo Velásquez,Extremadamente imp.,Extremadamente imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Muy imp.,Muy imp.
16/12/2019 18:35:06,Lo Velásquez,Muy imp.,Imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.
16/12/2019 18:35:10,Lo Velásquez,Extremadamente imp.,Imp.,Extremadamente imp.,Extremadamente imp.,Imp.,Extremadamente imp.,Extremadamente imp.,Imp.,Imp.,Muy imp.,Extremadamente imp.
16/12/2019 18:35:25,Lo Velásquez,Extremadamente imp.,Imp.,Muy imp.,Extremadamente imp.,Imp.,Extremadamente imp.,Extremadamente imp.,Imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.
16/12/2019 18:35:26,Lo Velásquez,Extremadamente imp.,Extremadamente imp.,Muy imp.,Imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.
16/12/2019 18:35:28,Lo Velásquez,Extremadamente imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.
16/12/2019 18:36:05,Lo Velásquez,Muy imp.,Extremadamente imp.,Muy imp.,Extremadamente imp.,Imp.,Muy imp.,Muy imp.,Muy imp.,Extremadamente imp.,Imp.,Muy imp.
16/12/2019 18:36:08,Lo Velásquez,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Muy imp.,Muy imp.
16/12/2019 18:36:08,Lo Velásquez,Extremadamente imp.,Imp.,Muy imp.,Muy imp.,Imp.,Extremadamente imp.,Extremadamente imp.,Imp.,Muy imp.,Extremadamente imp.,Imp.
16/12/2019 18:36:49,Lo Velásquez,,Imp.,Imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.
16/12/2019 18:36:52,Lo Velásquez,Muy imp.,Muy imp.,Extremadamente imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Muy imp.,Muy imp.,Imp.
16/12/2019 18:37:11,Lo Velásquez,Extremadamente imp.,Muy imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.
16/12/2019 18:37:32,Lo Velásquez,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.
16/12/2019 18:37:33,Lo Velásquez,Extremadamente imp.,Muy imp.,Imp.,Imp.,Imp.,Extremadamente imp.,Muy imp.,Imp.,Extremadamente imp.,Imp.,Imp.
16/12/2019 18:37:51,Lo Velásquez,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.
16/12/2019 18:38:11,Lo Velásquez,Extremadamente imp.,Muy imp.,Muy imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Muy imp.
16/12/2019 18:38:51,Lo Velásquez,Extremadamente imp.,,Extremadamente imp.,Muy imp.,Imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,,Extremadamente imp.,Extremadamente imp.
16/12/2019 18:38:56,Lo Velásquez,Extremadamente imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.
16/12/2019 18:39:20,Lo Velásquez,Extremadamente imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.
16/12/2019 18:39:26,Lo Velásquez,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.
16/12/2019 18:39:36,Lo Velásquez,Extremadamente imp.,Muy imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,,Extremadamente imp.,Extremadamente imp.,Muy imp.
16/12/2019 18:39:59,Lo Velásquez,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.
16/12/2019 18:40:20,Lo Velásquez,Imp.,,Imp.,Imp.,Imp.,Imp.,Imp.,Imp.,Imp.,Imp.,Imp.
16/12/2019 18:40:50,Lo Velásquez,Extremadamente imp.,Muy imp.,Imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Imp.,Muy imp.
16/12/2019 18:41:09,Lo Velásquez,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.
16/12/2019 18:41:09,Lo Velásquez,Imp.,Imp.,Medianamente imp.,,Imp.,,Extremadamente imp.,Imp.,Medianamente imp.,,Muy imp.
16/12/2019 18:41:29,Lo Velásquez,Imp.,Muy imp.,Muy imp.,,Imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Imp.,Imp.,Muy imp.
16/12/2019 18:41:46,Lo Velásquez,Muy imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.
16/12/2019 18:41:50,Lo Velásquez,Extremadamente imp.,Extremadamente imp.,Muy imp.,Muy imp.,Imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Imp.,Extremadamente imp.,Muy imp.
16/12/2019 18:42:22,Lo Velásquez,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,No es imp.,Extremadamente imp.
16/12/2019 18:42:30,Lo Velásquez,Muy imp.,Imp.,Extremadamente imp.,Muy imp.,Medianamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Medianamente imp.,Imp.,Medianamente imp.
16/12/2019 18:42:36,Lo Velásquez,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Imp.,Extremadamente imp.,Extremadamente imp.,Imp.,Extremadamente imp.,Medianamente imp.,Medianamente imp.
16/12/2019 18:42:37,Lo Velásquez,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.
16/12/2019 18:42:44,Lo Velásquez,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.
16/12/2019 18:42:54,Lo Velásquez,Extremadamente imp.,Extremadamente imp.,,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.
16/12/2019 18:43:05,Lo Velásquez,Extremadamente imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Extremadamente imp.,Muy imp.,Muy imp.
16/12/2019 18:43:06,Lo Velásquez,Extremadamente imp.,Imp.,Extremadamente imp.,Muy imp.,Imp.,Extremadamente imp.,Muy imp.,Medianamente imp.,Extremadamente imp.,Extremadamente imp.,Imp.
16/12/2019 18:43:31,Lo Velásquez,Extremadamente imp.,Extremadamente imp.,Muy imp.,Muy imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.
16/12/2019 18:43:36,Lo Velásquez,Extremadamente imp.,Muy imp.,Muy imp.,Extremadamente imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Muy imp.
16/12/2019 18:44:15,Lo Velásquez,,Muy imp.,Extremadamente imp.,,,Muy imp.,,,Medianamente imp.,Extremadamente imp.,Imp.
16/12/2019 18:44:15,Lo Velásquez,Extremadamente imp.,Extremadamente imp.,Muy imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Muy imp.
16/12/2019 18:44:20,Lo Velásquez,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.
